web-scraper-order,author,title,content,positively_rated
1578434817-5051,J-Man,The installation instructions are straightforward and easy to follow,"This is a very high quality tempered glass screen.  Yet, it is completely unnoticeable once applied to my iPad Pro.
The installation instructions are straightforward and easy to follow.  The only reason I didn't give it five stars is that the three stickers which are supposed to be used as a hinge during the installation process (a process which I have successfully followed on other screen protectors) were not adhesive enough.  I tried a second time, this time doing my best to press the stickers firmly onto the protector and my iPad, but they still came loose as I swung the screen protector and attempted to remove the protective layer.  In the end, I simply applied the screen protector by eye, and then removed and re-applied when I found it to be slightly off-center.  Overall, I feel it is a very good glass protector, and could only benefit from a more adhesive set of hinge stickers.",1
1578434950-5554,Amazon Customer,A very good screen protector,"This screen protector went on very well with no bubbles. The screen is slicker than that of the iPad, so for me this is better. The only thing this one didn't have, which it should, was a hole for the front camera. This would have made it much easier to align the protector over the screen. But I was able to get it on fairly well without that.",1
1578435389-7164,Araceli Hodgson,Okay,Yes,1
1578435659-8151,Matthew F.,Nice  protector,Was easy to install and looks great,1
1578434864-5239,MGL,doesn't install well - lots of bubbles that don't go away,"doesn't work nearly as well as other glass screen protectors that i have tried.  Their sticker hinge approach does work as the stickers don't stick well enough.  The glass doesn't go on smoothly as it creates a lot of bubbles that don't go away.  You get what you pay for as this is cheaper than Zagg, but isn't anywhere near the quality or ease of application",0
1578435472-7443,DR in MO,Great!! Easy to apply!,So far so good!! It was easy to apply. Now I will see how well it works !,1
1578435058-5959,S. Ware,A Must Buy...Buy It! Buy It! Buy It!,This is a very good glass. I have cracked it a little though. It still looks good. It's the best looking screen protector I have ever bought for a tablet. I think it does well with fingerprints also. It will show fingerprints but I feel that it shows less than others and it is so clear that it looks like the regular screen!,1
1578435612-7978,Linda Lorenson,protector,very satisfied,1
1578435677-8223,Drea m,Tempered glass for iPad 6th,I love this thing so easy to install and looks very durable,1
1578435502-7556,Ashwin Kumar Srinivas,It was as precious as pearl in oysters!!,"Product is as described and installation is as easy as unpacking....

Moreover, i like the way the product was packed.
It was as precious as pearl in oysters. You have to see it yourself to believe it.

Worth every penny...",1
1578434817-5058,su,The BEST SELLER Ever!!,"This  premium tempered screen cover was so easy to install. I received an email from the seller which told me to watch a youtube install video; that made it SO simple! Its a great screen protecter, I have to work on one small bubble off to the side, but the other couple bubbles pushed right out. What I really liked was the personalized email from this seller.  Was so much easier than what I thought it would be.  Awesome! 5 STARS!!",1
1578435353-7045,Mallory Speiser,Getting this to come,this is the second time I buy this product. The first time it worked perfectly. This time around I couldn’t get the bubbles out to save my life and I am very OCD and do things methodically exactly like the instructions. Now I have to live with these two bottles every time I stare at this iPad.,0
1578435279-6788,Funk,No bueno.,"Would not adhere properly in the corners. I've installed many screen protectors, so doubt it was an issue on my part.",0
1578435845-8831,shopnamazn,Good,Good packaging to protect screen saver. Installation went okay-- just a bit hard to keep out any dust particles. Use a flat well lit area.,1
1578435374-7111,GnC,Didn't work for us at all.,Didn't fit at all.,0
1578434687-4566,Bryan,Nice protector and so easy to apply.,"Should have purchased this ages ago, before my iPad Air 2 got a hairline crack on the screen. Lucky for me, while the crack was not attractive it didn't create any issues with usability. Checked about getting it fixed but a replacement screen cost almost as much as a refurbished iPad. Since the crack was barely noticeable, decided to get a screen protector to guard against any further damage. Saw many comments warning against using a screen protector after a crack, but followed the instructions (both the booklet and the YouTube video) and it went on easily, without any bubbles. There was a little air pocket that formed along the crack but I used my fingers and the enclosed squeegee to get rid of that. Happy with the Sparin Tempered Glass Screen Protector, and feel confident it will help maintain the integrity of my screen.",1
